level_id,mode,success,nodes,runtime,solution_len,calls_total,calls_uncached,deadlock_hits,comparable_states,hungarian_lt_gnn,hungarian_eq_gnn,gnn_lt_hungarian
sokoban_core/levels/letslogic_solved/0090_v2010.txt#66,optimal_mix,True,6823,3.4255502223968506,54,9795,9795,2637,7158,7097,1,60
sokoban_core/levels/letslogic_solved/0059_the_cantrip_collection_1.txt#5,optimal_mix,True,112240,67.9485731124878,42,195359,195312,79137,116175,116140,1,34
sokoban_core/levels/letslogic_solved/0023_grigr_2001.txt#19,optimal_mix,False,117771,180.00281286239624,-1,383850,383850,74085,309765,309765,0,0
sokoban_core/levels/letslogic_solved/0092_verticle_mobility.txt#26,optimal_mix,True,973,0.41016507148742676,30,1713,1713,710,1003,998,1,4
sokoban_core/levels/letslogic_solved/0092_verticle_mobility.txt#30,optimal_mix,True,1524,0.8263669013977051,29,2547,2546,790,1756,1747,0,9
sokoban_core/levels/letslogic_solved/0092_verticle_mobility.txt#19,optimal_mix,True,6204,3.6480977535247803,28,12747,12747,5934,6813,6806,1,6
sokoban_core/levels/letslogic_solved/0092_verticle_mobility.txt#31,optimal_mix,True,6975,3.670095205307007,37,13785,13781,6450,7331,7322,1,8
sokoban_core/levels/letslogic_solved/0106_revenge_01.txt#28,optimal_mix,True,9447,5.607233047485352,25,18466,18407,6738,11669,10400,0,1269
sokoban_core/levels/letslogic_solved/0092_verticle_mobility.txt#6,optimal_mix,True,23747,14.160698890686035,20,50569,50512,21554,28958,28891,1,66
sokoban_core/levels/letslogic_solved/0106_revenge_01.txt#55,optimal_mix,True,2991,1.5551490783691406,32,5105,5105,1845,3260,3185,1,74
sokoban_core/levels/letslogic_solved/0106_revenge_01.txt#30,optimal_mix,True,11117,7.732716083526611,24,19258,19228,3243,15985,15737,0,248
sokoban_core/levels/letslogic_solved/0108_hand-made.txt#25,optimal_mix,True,35335,17.744425058364868,33,62226,62196,26582,35614,35396,0,218
sokoban_core/levels/letslogic_solved/0032_pico_cosmos.txt#8,optimal_mix,False,232888,180.00162887573242,-1,435909,435746,131633,304113,304086,0,27
sokoban_core/levels/letslogic_solved/0110_revenge_03.txt#93,optimal_mix,True,3868,2.911932945251465,22,8329,8316,1250,7066,6185,4,877
sokoban_core/levels/letslogic_solved/0108_hand-made.txt#21,optimal_mix,True,83806,49.996476888656616,35,141662,141498,46934,94564,93811,1,752
sokoban_core/levels/letslogic_solved/0092_verticle_mobility.txt#39,optimal_mix,True,128112,74.22848272323608,48,198096,198029,68100,129929,129915,1,13
sokoban_core/levels/letslogic_solved/0077_kokoban.txt#15,optimal_mix,True,252152,142.61741495132446,38,390139,390073,129011,261062,261060,2,0
sokoban_core/levels/letslogic_solved/0059_the_cantrip_collection_1.txt#4,optimal_mix,False,172663,180.0030918121338,-1,455572,455242,143925,311317,311316,0,1
sokoban_core/levels/letslogic_solved/0128_alberto_garc_a_1-3.txt#1,optimal_mix,True,7450,7.679461717605591,15,19503,19492,3661,15831,15717,3,111
sokoban_core/levels/letslogic_solved/0129_alberto_garc_a_best_4_u.txt#7,optimal_mix,True,30,0.024324893951416016,10,44,44,10,34,27,0,7
sokoban_core/levels/letslogic_solved/0077_kokoban.txt#21,optimal_mix,False,169658,180.00151085853577,-1,420711,420468,135221,285247,285011,0,236
sokoban_core/levels/letslogic_solved/0155_cosmac_02.txt#26,optimal_mix,True,16,0.017671823501586914,6,44,44,11,33,10,3,20
sokoban_core/levels/letslogic_solved/0091_flatland.txt#12,optimal_mix,False,307145,180.00006103515625,-1,482089,481255,170992,310263,309877,0,386
sokoban_core/levels/letslogic_solved/0158_cosmac_05.txt#18,optimal_mix,True,3572,4.203873872756958,17,10404,10401,1000,9401,9206,0,195
sokoban_core/levels/letslogic_solved/0158_cosmac_05.txt#19,optimal_mix,True,25422,17.211379051208496,27,48130,48037,12211,35826,35606,0,220
sokoban_core/levels/letslogic_solved/0160_cosmac_07.txt#0,optimal_mix,True,54,0.03493976593017578,7,102,102,12,90,84,2,4
sokoban_core/levels/letslogic_solved/0166_funny_template_levels.txt#0,optimal_mix,True,490,0.2001969814300537,23,919,919,421,498,493,1,4
sokoban_core/levels/letslogic_solved/0166_funny_template_levels.txt#13,optimal_mix,True,100,0.051661014556884766,17,157,157,45,112,109,0,3
sokoban_core/levels/letslogic_solved/0166_funny_template_levels.txt#27,optimal_mix,True,67,0.03815197944641113,13,145,145,56,89,89,0,0
sokoban_core/levels/letslogic_solved/0166_funny_template_levels.txt#60,optimal_mix,True,247,0.12295985221862793,20,445,441,152,289,271,1,17
sokoban_core/levels/letslogic_solved/0166_funny_template_levels.txt#63,optimal_mix,True,964,0.4252970218658447,19,1510,1510,477,1033,1032,1,0
sokoban_core/levels/letslogic_solved/0166_funny_template_levels.txt#75,optimal_mix,True,745,0.33551716804504395,24,1207,1207,375,832,831,1,0
sokoban_core/levels/letslogic_solved/0166_funny_template_levels.txt#90,optimal_mix,True,180,0.09151697158813477,19,284,284,78,206,204,0,2
sokoban_core/levels/letslogic_solved/0155_cosmac_02.txt#45,optimal_mix,True,47121,60.04113507270813,24,109375,109375,14468,94907,94734,5,168
sokoban_core/levels/letslogic_solved/0168_serg_belyaev_02.txt#61,optimal_mix,True,506,0.5648090839385986,15,1434,1433,203,1230,1201,1,28
sokoban_core/levels/letslogic_solved/0168_serg_belyaev_02.txt#63,optimal_mix,True,4202,1.9783108234405518,37,6395,6395,2105,4290,4289,0,1
sokoban_core/levels/letslogic_solved/0168_serg_belyaev_02.txt#70,optimal_mix,True,138,0.08570432662963867,11,289,289,102,187,187,0,0
sokoban_core/levels/letslogic_solved/0168_serg_belyaev_02.txt#1,optimal_mix,True,14003,8.60027289390564,27,25372,25358,8717,16641,16463,3,175
sokoban_core/levels/letslogic_solved/0109_revenge_02.txt#12,optimal_mix,False,246117,180.0015890598297,-1,459092,458013,141600,316413,315663,0,750
sokoban_core/levels/letslogic_solved/0115_tbox_04.txt#18,optimal_mix,False,180906,180.00320887565613,-1,478191,478008,163250,314758,314758,0,0
sokoban_core/levels/letslogic_solved/0169_serg_belyaev_03.txt#19,optimal_mix,True,2210,1.1759958267211914,23,4499,4499,1933,2566,2566,0,0
sokoban_core/levels/letslogic_solved/0169_serg_belyaev_03.txt#1,optimal_mix,True,11499,6.043567895889282,32,20359,20336,7754,12582,12551,1,30
sokoban_core/levels/letslogic_solved/0168_serg_belyaev_02.txt#96,optimal_mix,True,29093,16.758888244628906,28,45206,45189,13391,31798,31608,1,189
sokoban_core/levels/letslogic_solved/0170_serg_belyaev_04.txt#39,optimal_mix,True,10957,6.494038105010986,36,19573,19571,6324,13247,13246,1,0
sokoban_core/levels/letslogic_solved/0170_serg_belyaev_04.txt#17,optimal_mix,True,20788,10.270571947097778,43,31157,31157,9933,21224,21167,1,56
sokoban_core/levels/letslogic_solved/0170_serg_belyaev_04.txt#59,optimal_mix,True,12168,8.289262294769287,20,25973,25939,8500,17439,17435,1,3
sokoban_core/levels/letslogic_solved/0170_serg_belyaev_04.txt#8,optimal_mix,True,11353,5.318767786026001,35,17853,17846,6268,11578,11572,0,6
sokoban_core/levels/letslogic_solved/0115_tbox_04.txt#20,optimal_mix,False,183540,180.00224900245667,-1,430398,430029,107638,322391,322198,0,193
sokoban_core/levels/letslogic_solved/0115_tbox_04.txt#22,optimal_mix,False,162289,180.00004291534424,-1,470486,470210,149553,320657,320657,0,0
sokoban_core/levels/letslogic_solved/0170_serg_belyaev_04.txt#73,optimal_mix,True,68610,35.442781925201416,55,104402,104396,34028,70368,70329,2,37
sokoban_core/levels/letslogic_solved/0116_tbox_05.txt#11,optimal_mix,False,230326,180.00238800048828,-1,493699,493522,190467,303055,302819,0,236
sokoban_core/levels/letslogic_solved/0138_atlas_06.txt#74,optimal_mix,False,172310,180.00498914718628,-1,411775,411627,100930,310697,310514,0,183
sokoban_core/levels/letslogic_solved/0173_revenge_04.txt#25,optimal_mix,True,21577,13.766215085983276,30,37357,37287,6583,30704,21372,0,9332
sokoban_core/levels/letslogic_solved/0173_revenge_04.txt#14,optimal_mix,True,85847,47.08072805404663,33,140105,140069,42246,97823,93115,2,4706
sokoban_core/levels/letslogic_solved/0171_serg_belyaev_05.txt#53,optimal_mix,True,164939,89.96864891052246,36,269081,268969,83326,185643,185563,2,78
sokoban_core/levels/letslogic_solved/0175_revenge_06.txt#23,optimal_mix,True,13068,13.264370918273926,32,34238,34228,11279,22949,22861,2,86
sokoban_core/levels/letslogic_solved/0175_revenge_06.txt#42,optimal_mix,True,298,0.29314208030700684,14,634,634,104,530,453,0,77
sokoban_core/levels/letslogic_solved/0175_revenge_06.txt#41,optimal_mix,True,17202,17.394236087799072,23,41745,41688,12662,29026,28443,1,582
sokoban_core/levels/letslogic_solved/0177_revenge_08.txt#32,optimal_mix,True,20552,11.072152853012085,29,32131,32099,10265,21834,21734,2,98
sokoban_core/levels/letslogic_solved/0179_revenge_10.txt#46,optimal_mix,True,51,0.04273104667663574,11,136,136,34,102,86,1,15
sokoban_core/levels/letslogic_solved/0195_bugs1005_collections.txt#454,optimal_mix,True,39,0.03165793418884277,9,79,79,10,69,59,2,8
sokoban_core/levels/letslogic_solved/0195_bugs1005_collections.txt#698,optimal_mix,True,676,0.5170443058013916,14,1258,1252,1,1251,475,4,772
sokoban_core/levels/letslogic_solved/0171_serg_belyaev_05.txt#56,optimal_mix,True,199790,106.79468107223511,60,315782,315238,112976,202262,201837,2,423
sokoban_core/levels/letslogic_solved/0204_svens_collection.txt#1075,optimal_mix,True,594,0.44132518768310547,13,1217,1217,291,926,925,1,0
sokoban_core/levels/letslogic_solved/0204_svens_collection.txt#1095,optimal_mix,True,822,0.6605978012084961,13,2141,2137,608,1529,1498,1,30
sokoban_core/levels/letslogic_solved/0204_svens_collection.txt#1099,optimal_mix,True,7626,5.680798292160034,21,16363,16355,5158,11197,11020,2,175
sokoban_core/levels/letslogic_solved/0198_howard_s_levels_02.txt#11,optimal_mix,True,12043,14.897710084915161,12,44918,44900,14133,30767,30702,1,64
sokoban_core/levels/letslogic_solved/0204_svens_collection.txt#130,optimal_mix,True,15819,12.319355010986328,18,31082,31075,7898,23177,22700,1,476
sokoban_core/levels/letslogic_solved/0168_serg_belyaev_02.txt#91,optimal_mix,False,228419,180.00055694580078,-1,461118,460331,108094,352237,350433,0,1804
sokoban_core/levels/letslogic_solved/0204_svens_collection.txt#1694,optimal_mix,True,50,0.04847383499145508,10,97,96,12,84,28,1,55
sokoban_core/levels/letslogic_solved/0204_svens_collection.txt#1640,optimal_mix,True,10646,6.074663877487183,17,22598,22583,9124,13459,13266,1,192
sokoban_core/levels/letslogic_solved/0204_svens_collection.txt#1696,optimal_mix,True,1197,1.4002602100372314,11,3443,3443,1034,2409,2405,2,2
sokoban_core/levels/letslogic_solved/0204_svens_collection.txt#1702,optimal_mix,True,20467,9.684215068817139,28,30564,30555,9156,21399,21353,1,45
sokoban_core/levels/letslogic_solved/0171_serg_belyaev_05.txt#37,optimal_mix,False,289171,180.00058126449585,-1,518872,518085,192026,326059,323712,0,2347
sokoban_core/levels/letslogic_solved/0171_serg_belyaev_05.txt#47,optimal_mix,False,284579,180.00002193450928,-1,504852,504258,203445,300813,300138,0,675
sokoban_core/levels/letslogic_solved/0204_svens_collection.txt#339,optimal_mix,True,34227,30.094743013381958,26,72059,72042,13213,58829,58572,1,256
sokoban_core/levels/letslogic_solved/0204_svens_collection.txt#640,optimal_mix,True,10271,5.524655818939209,23,20584,20563,7552,13011,13011,0,0
sokoban_core/levels/letslogic_solved/0204_svens_collection.txt#691,optimal_mix,True,3361,1.4802591800689697,27,5006,5006,1596,3410,3393,2,15
